Sample,CqH1,CqH2,CqH3,CqH4,CqH_CV,CqD1,CqD2,CqD3,CqD4,CqD_CV,CqC1,CqC2,CqC3,CqC4,CqC_CV,CqA1,CqA2,CqA3,CqA4,CqA_CV,CqH_avg,CqD_avg,CqC_avg,CqA_avg,CqH_scaled,CqD_scaled,CqC_scaled,CqA_scaled,SH_D,SH_C,SH_A,SH_T,%D,%C,%A
20.4,20.2,20.47,,,0.9388681137,29.17,28.13,,,2.566809956,27.65,27.05,,,1.551239739,35.01,37.67,,,5.175850407,20.335,28.65,27.35,36.34,20.335,28.65,26.12,36.34,0.09960312565,0.07503644926,0.0003215592755,0.1749611342,0.5692871512,0.4288749591,0.001837889752
20.5,20.87,17.74,,,11.46461655,27.01,26.16,,,2.260826647,26.33,25.3,,,2.821305383,34.15,31.62,,,5.440109948,19.305,26.585,25.815,32.885,19.305,26.585,24.585,32.885,0.204098124,0.1064859777,0.001726866565,0.3123109682,0.6535093055,0.3409613768,0.005529317703
20.6,20.53,20.32,,,0.727013092,31.68,31.49,,,0.4253610525,25.18,25.38,,,0.5594199218,35.09,36.12,,,2.045555356,20.425,31.585,25.28,35.605,20.425,31.585,24.05,35.605,0.01386253417,0.3353490386,0.0005696535234,0.3497812263,0.03963201317,0.9587393873,0.001628599481
21.3,18.81,18.35,,,1.750641116,40,35.13,,,9.167070476,40,40,,,0,24.81,25.33,,,1.466675414,18.58,37.565,40,25.07,18.58,37.565,38.77,25.07,0.0000611340142,0.000003458877549,0.235267236,0.2353318289,0.000259777925,0.00001469787391,0.9997255242
21.4,21.66,20.83,,,2.762525904,33.69,34.92,,,2.53531946,40,40,,,0,26.67,26.35,,,0.8535427008,21.245,34.305,40,26.51,21.245,34.305,38.77,26.51,0.003714374061,0.00002193714601,0.5499499855,0.5536862967,0.006708444986,0.00003962017146,0.9932519348
21.5,21.92,21.49,,,1.400856558,40,40,,,0,40,40,,,0,25.96,26.14,,,0.4885958565,21.705,40,40,26.05,21.705,40,38.77,26.05,0.00009862649752,0.00003017546171,1.040568778,1.04069758,0.00009476960397,0.00002899541835,0.999876235
21.6,21.3,21.44,,,0.4632426269,32.97,32.63,,,0.7329765415,40,35.83,,,7.776962357,25.58,25.71,,,0.3584475787,21.37,32.8,37.915,25.645,21.37,32.8,36.685,25.645,0.01149647054,0.0001014977503,1.092302407,1.103900375,0.01041440949,0.00009194466511,0.9894936458
22.1,29.04,18,,,33.19072646,40,40,,,0,40,40,,,0,25.73,25.31,,,1.163733731,23.52,40,40,25.52,23.52,40,38.77,25.52,0.0003470268296,0.000106175268,5.286717824,5.287171026,0.00006563563537,0.00002008167837,0.9999142827
22.2,21.61,21.76,,,0.4891215918,31.89,32.26,,,0.8156804647,40,40,,,0,24.17,24.29,,,0.3501973328,21.685,32.075,40,24.23,21.685,32.075,38.77,24.23,0.02363936064,0.00002976002721,3.623470944,3.647140065,0.006481615792,0.000008159825694,0.9935102244
22.3,19.91,18.59,,,4.848732214,40,40,,,0,40,40,,,0,25.26,25.68,,,1.166018249,19.25,40,40,25.47,19.25,40,38.77,25.47,0.0000179872583,0.000005503326566,0.2836870748,0.2837105653,0.0000634000298,0.00001939767932,0.9999172023
22.4,18.86,19.87,,,3.687982696,40,40,,,0,40,40,,,0,26.11,26.28,,,0.4588973193,19.365,40,40,26.195,19.365,40,38.77,26.195,0.00001947975187,0.000005959965339,0.1858708358,0.1858962755,0.0001047882849,0.00003206070333,0.999863151
22.5,22.92,24.03,,,3.343508103,40,40,,,0,40,40,,,0,28.8,28.84,,,0.09814112161,23.475,40,40,28.82,23.475,40,38.77,28.82,0.0003363695722,0.0001029146061,0.5202843891,0.5207236733,0.0006459655849,0.0001976376558,0.9991563968
23.2,22.16,19.36,,,9.537085681,28.25,28.4,,,0.3744607844,40,40,,,0,26.98,27.24,,,0.6781547883,20.76,28.325,40,27.11,20.76,28.325,38.77,27.11,0.1675118226,0.00001567402655,0.2592421709,0.4267696676,0.3925110788,0.00003672713348,0.6074521941
23.3,18.03,17.46,,,2.271348917,27.65,26.68,,,2.524916539,40,36.23,,,6.994077306,26.05,24.85,,,3.334098772,17.745,27.165,38.115,25.45,17.745,27.165,36.885,25.45,0.04630573926,0.000007161709205,0.1013467918,0.1476596928,0.3135976947,0.00004850144998,0.6863538039
23.4,18.62,17.7,,,3.582259024,27.13,27.65,,,1.342444418,39.71,40,,,0.5145175425,27.66,28.11,,,1.141108307,18.16,27.39,39.855,27.885,18.16,27.39,38.625,27.885,0.05282390719,0.000002858590451,0.02498788015,0.07781464593,0.6788427366,0.00003673589228,0.3211205275
23.5,18.53,18.87,,,1.285648693,25.65,26.36,,,1.930574177,40,40,,,0,26.81,27.16,,,0.9171294179,18.7,26.005,40,26.985,18.7,26.005,38.77,26.985,0.2005918403,0.000003758882818,0.0677973327,0.2683929319,0.7473812328,0.00001400514831,0.252604762
23.6,21.36,21.59,,,0.7573204176,27.38,27.76,,,0.9746121757,36.35,36.72,,,0.716106498,26.69,26.98,,,0.7641548968,21.475,27.57,36.535,26.835,21.475,27.57,35.305,26.835,0.464044423,0.0002841096335,0.5149029089,0.9792314416,0.4738863596,0.0002901353259,0.5258235051
24.2,20.08,19.49,,,2.108632807,22.89,22.93,,,0.1234581896,40,40,,,0,33.48,33.17,,,0.6577737499,19.785,22.91,40,33.325,19.785,22.91,38.77,33.325,3.635956215,0.000007974001852,0.001775415393,3.637739605,0.9995097534,0.000002192021068,0.0004880545574
24.3,18.06,18.31,,,0.9721017063,25.5,25.39,,,0.3056857769,40,40,,,0,34.07,30.83,,,7.060172484,18.185,25.445,40,32.45,18.185,25.445,38.77,32.45,0.2069472276,0.000002630439631,0.001074121065,0.2080239791,0.9948239068,0.00001264488663,0.005163448321
24.4,20.09,19.39,,,2.507470855,24.96,25.41,,,1.26344273,40,40,,,0,33.79,36.25,,,4.967112169,19.74,25.185,40,35.02,19.74,25.185,38.77,35.02,0.72816375,0.000007729118795,0.0005315055311,0.7287029847,0.9992600076,0.00001060667921,0.0007293856925
24.5,19.03,18.91,,,0.4473000197,25.99,26.12,,,0.3528070679,40,40,,,0,40,36.66,,,6.161587919,18.97,26.055,40,38.33,18.97,26.055,38.77,38.33,0.2336360536,0.000004532490325,0.0000314271795,0.2336720133,0.9998461105,0.00001939680436,0.0001344926979
24.6,19.18,19.27,,,0.3310252812,25.27,25.18,,,0.2522878506,37.32,40,,,4.901826626,34.61,31.02,,,7.735832224,19.225,25.225,38.66,32.815,19.225,25.225,37.43,32.815,0.495629796,0.00001369240476,0.001714938227,0.4973584267,0.9965243765,0.0000275302559,0.003448093236
26.1,16.53,14.18,,,10.82188822,27.16,26.65,,,1.340362232,40,40,,,0,27.05,26.76,,,0.7621667591,15.355,26.905,40,26.905,15.355,26.905,38.77,26.905,0.01057891022,0.0000003699248032,0.007052606811,0.01763188695,0.5999874117,0.00002098044323,0.3999916078
26.2,20.92,20.85,,,0.2370001182,25.04,24.93,,,0.311313772,40,40,,,0,27.05,27.02,,,0.07846570533,20.885,24.985,40,27.035,20.885,24.985,38.77,27.035,1.849755805,0.00001709264715,0.2977910553,2.147563953,0.8613274601,0.000007959086446,0.1386645808
26.3,18.56,18.66,,,0.3799606562,26.64,26.52,,,0.3192355671,40,40,,,0,28.07,28.06,,,0.02519532447,18.61,26.58,40,28.065,18.61,26.58,38.77,28.065,0.1265110079,0.000003531555919,0.03013058148,0.1566451209,0.8076281415,0.00002254494681,0.1923493135
26.5,19.46,18.9,,,2.064545347,25.93,26.87,,,2.517728691,40,40,,,0,29.73,29.26,,,1.126767883,19.18,26.4,40,29.495,19.18,26.4,38.77,29.495,0.2127653061,0.000005242678003,0.01660052094,0.2293710697,0.9276030598,0.00002285675351,0.07237408346
27.1,18.46,16.41,,,8.314131927,27.19,26.52,,,1.764146503,31.88,32.66,,,1.709151811,25.82,25.93,,,0.3006057814,17.435,26.855,32.27,25.875,17.435,26.855,31.04,25.875,0.04630573926,0.0003320608757,0.06089097929,0.1075287794,0.430635775,0.003088111643,0.5662761134
27.2,19.32,18.18,,,4.29920923,27.03,26.64,,,1.027656585,36.94,35.51,,,2.791339398,29.57,29.35,,,0.5280498705,18.75,26.835,36.225,29.46,18.75,26.835,34.995,29.46,0.1168180268,0.00005327194093,0.01262451982,0.1294958186,0.902098833,0.0004113796223,0.0974897874
27.3,18.55,18.02,,,2.049584873,27.97,27.69,,,0.7114261543,32.63,31.54,,,2.402201625,25.75,26,,,0.6831949577,18.285,27.83,32.085,25.875,18.285,27.83,30.855,25.875,0.04246255013,0.0006804304717,0.1097560465,0.1528990271,0.2777162872,0.004450194907,0.7178335179
27.4,24.95,25.09,,,0.3956632669,26.67,26.8,,,0.3438334825,33.74,33.61,,,0.2729736646,29.99,30.08,,,0.2118848354,25.02,26.735,33.675,30.035,25.02,26.735,32.445,30.035,9.662086888,0.02407593056,0.6540044357,10.34016725,0.9344226888,0.002328388891,0.06324892235
27.7,17.34,17.84,,,2.00996811,25.96,25.67,,,0.7943481175,30.68,31.03,,,0.8020981151,24.53,25.35,,,2.324889978,17.59,25.815,30.855,24.94,17.59,25.815,29.625,24.94,0.106014597,0.0009859043937,0.1296210855,0.2366215869,0.4480343421,0.004166586856,0.547799071
28.1,18.29,16.81,,,5.963065733,26.86,26.6,,,0.6877955971,40,40,,,0,40,35.82,,,7.79664032,17.55,26.73,40,37.91,17.55,26.73,38.77,37.91,0.05468673825,0.000001693847439,0.00001571358975,0.05470414569,0.9996817894,0.00003096378561,0.0002872467809
28.2,18.64,20.87,,,7.98202036,25.24,25.72,,,1.33206929,40,40,,,0,40,40,,,0,19.755,25.48,40,40,19.755,25.48,38.77,40,0.5997091236,0.000007809899267,0.00001701742557,0.599733951,0.9999586028,0.00001302227305,0.00002837495784
28.3,20.64,20.68,,,0.1369035394,25.97,26.68,,,1.907106608,40,40,,,0,40,40,,,0,20.66,26.325,40,40,20.66,26.325,38.77,40,0.6251762279,0.00001462438388,0.00003186588658,0.6252227181,0.9999256421,0.00002339067896,0.00005096725639
28.4,21.63,20.04,,,5.396207257,25.43,25.84,,,1.130929512,40,40,,,0,40,40,,,0,20.835,25.635,40,40,20.835,25.635,38.77,40,1.138658263,0.00001651040884,0.00003597545167,1.138710749,0.9999539076,0.00001449921225,0.00003159314314
28.6,19.32,18.47,,,3.180951384,25.72,24.95,,,2.149091066,40,40,,,0,40,40,,,0,18.895,25.335,40,40,18.895,25.335,38.77,40,0.3653458757,0.000004302883978,0.00000937579415,0.3653595544,0.999962561,0.00001177712181,0.00002566182829
29.1,19.63,19.76,,,0.4667371493,40,40,,,0,40,40,,,0,25.43,26.07,,,1.757469281,19.695,40,40,25.75,19.695,40,38.77,25.75,0.00002448630864,0.000007491756142,0.318060325,0.3180923031,0.00007697862664,0.00002355214531,0.9998994692
29.3,19.48,19,,,1.764091762,40,35.54,,,8.349738533,40,40,,,0,25.33,26.36,,,2.818030507,19.24,37.77,40,25.845,19.24,37.77,38.77,25.845,0.00008380145546,0.000005465312313,0.217241604,0.2173308708,0.0003855938881,0.00002514742748,0.9995892587
29.4,21.72,21.32,,,1.314324872,40,40,,,0,40,40,,,0,27.69,27.8,,,0.2803450926,21.52,40,40,27.745,21.52,40,38.77,27.745,0.00008675670741,0.00002654381701,0.282705592,0.2828188926,0.0003067571145,0.00009385446908,0.9995993884
29.6,18.26,18.03,,,0.896305096,34.74,34.79,,,0.1016980845,40,40,,,0,25.24,25.59,,,0.9737846682,18.145,34.765,40,25.415,18.145,34.765,38.77,25.415,0.0003149334953,0.000002558510121,0.1370118258,0.1373293178,0.002293272117,0.00001863047281,0.9976880974
30.1,18.2,16.01,,,9.053281794,40,34.89,,,9.649661241,40,40,,,0,25.5,25.86,,,0.9912711886,17.105,37.445,40,25.68,17.105,37.445,38.77,25.68,0.00002389941493,0.000001244273764,0.05545157798,0.05547672166,0.0004308007794,0.00002242875437,0.9995467705
30.2,21.61,21.03,,,1.923648842,33.55,34.28,,,1.522004866,40,40,,,0,27.24,26.45,,,2.080887901,21.32,33.915,40,26.845,21.32,33.915,38.77,26.845,0.005127014973,0.00002310773485,0.4592565892,0.4644067119,0.01103992436,0.0000497575385,0.9889103181
30.3,20.2,19.33,,,3.112486211,34.26,40,,,10.93130332,40,40,,,0,26.12,26.52,,,1.074630367,19.765,37.13,40,26.32,19.765,37.13,38.77,26.32,0.0001879106983,0.000007864221412,0.2249026126,0.2250983876,0.0008347936223,0.00003493681806,0.9991302696
30.5,19.2,19.34,,,0.5137257362,32.84,33.68,,,1.785837932,38.57,38.25,,,0.5891022389,27.11,26.46,,,1.715958215,19.27,33.26,38.41,26.785,19.27,33.26,37.18,26.785,0.001949520211,0.0000167990057,0.1156127428,0.1175790621,0.01658050486,0.0001428741258,0.983276621
30.6,22.21,21.47,,,2.395874625,40,34.58,,,10.2776046,40,40,,,0,26.72,26.75,,,0.07934618828,21.84,37.29,40,26.735,21.84,37.29,38.77,26.735,0.000708637202,0.00003313545766,0.7107294205,0.7114711932,0.0009960167169,0.00004657315429,0.9989574101
31.1,17.43,17.02,,,1.68309887,34.91,40,,,9.609327236,40,40,,,0,26.16,26.34,,,0.4848732214,17.225,37.455,40,26.25,17.225,37.455,38.77,26.25,0.00002579292343,0.000001352195677,0.04059293107,0.04062007619,0.0006349796912,0.00003328885134,0.9993317315
31.3,19.25,20.68,,,5.06467667,34.56,33.66,,,1.865717101,40,40,,,0,26.45,26.02,,,1.15897052,19.965,34.11,40,26.235,19.965,34.11,38.77,26.235,0.001750927213,0.0000090336182,0.2740236516,0.2757836124,0.00634891681,0.000032756182,0.993618327
31.5,18.57,18.76,,,0.7197979557,32.77,32.29,,,1.043379204,40,40,,,0,26.81,26.95,,,0.3682847819,18.665,32.53,40,26.88,18.665,32.53,38.77,26.88,0.002125966865,0.000003668789015,0.07116799124,0.07329762689,0.02900457975,0.00005005331238,0.9709453669
31.6,21.58,20.9,,,2.263807021,33.7,34.36,,,1.371408979,40,40,,,0,25.2,24.68,,,1.474320474,21.24,34.03,40,24.94,21.24,34.03,38.77,24.94,0.004478821318,0.00002186124925,1.627178279,1.631678961,0.002744915773,0.0000133980089,0.9972416862
33.1,21.28,20.97,,,1.037647821,32.27,31.48,,,1.75251563,32.86,34.24,,,2.908516715,26.01,24.31,,,4.777748522,21.125,31.875,33.55,25.16,21.125,31.875,32.32,25.16,0.0184189525,0.0017648183,1.290001127,1.310184898,0.01405828485,0.001346999422,0.9845947157
33.2,21.77,21.86,,,0.2917240903,28.09,27.68,,,1.039676458,32.95,32.3,,,1.40879512,26.76,29.29,,,6.383515277,21.815,27.885,32.625,28.025,21.815,27.885,31.395,28.025,0.4721557767,0.005405843161,0.2856602744,0.7632218942,0.6186350002,0.007082924641,0.3742820752
33.3,21.38,21.06,,,1.066325023,33.1,32.32,,,1.68616108,33.8,32.7,,,2.339300629,24.84,24.86,,,0.05691000251,21.22,32.71,33.25,24.85,21.22,32.71,32.02,24.85,0.01102815169,0.002320635046,1.708076186,1.721424973,0.006406408563,0.001348089567,0.9922455019
33.5,21.26,21.27,,,0.03325214113,28.71,28.49,,,0.5439282932,34.85,32.86,,,4.156380135,27.7,27.6,,,0.2557348214,21.265,28.6,33.855,27.65,21.265,28.6,32.625,27.65,0.19646372,0.001574091773,0.2530285926,0.4510664043,0.4355538743,0.003489711843,0.5609564139
33.6,19.39,19.28,,,0.4022846958,40,40,,,0,37.31,36.04,,,2.448604259,25.9,25.93,,,0.08185685293,19.335,40,36.675,25.915,19.335,40,35.445,25.915,0.00001907886438,0.00005849753551,0.2210389204,0.2211164968,0.00008628421965,0.0002645552746,0.9996491605
34.2,20.27,19,,,4.573596191,23.66,25.06,,,4.063832076,40,40,,,0,29.49,29.31,,,0.4329225191,19.635,24.36,40,29.4,19.635,24.36,38.77,29.4,1.199418247,0.000007186572858,0.02430458525,1.223730019,0.9801330592,0.000005872678406,0.01986106811
37.1,22.26,22.05,,,0.6702433945,30.85,31.1,,,0.5707076523,40,35.68,,,8.07267784,24.27,24.44,,,0.4935666303,22.155,30.975,37.84,24.355,22.155,30.975,36.61,24.355,0.07018637612,0.0001842223053,4.60235518,4.672725778,0.01502043549,0.00003942501957,0.9849401395
37.3,18.43,18.74,,,1.179462481,32.62,31.94,,,1.489568188,40,40,,,0,24.14,24.37,,,0.6705197265,18.585,32.28,40,24.255,18.585,32.28,38.77,24.255,0.002391837059,0.000003470885902,0.4153421883,0.4177374962,0.00572569396,0.000008308772694,0.9942659973
37.5,28.26,28.09,,,0.4266482797,33.29,32.2,,,2.353783452,40,40,,,0,28.2,28.28,,,0.2003135357,28.175,32.745,40,28.24,28.175,32.745,38.77,28.24,1.335458206,0.002674964334,20.2152526,21.55338577,0.06196048362,0.0001241087763,0.9379154076
38.1,18.5,18.01,,,1.898013272,40,40,,,0,40,40,,,0,25.43,25.77,,,0.9391261938,18.255,40,40,25.6,18.255,40,38.77,25.6,0.000009024852767,0.000002761216366,0.1300710973,0.1300828833,0.00006937771161,0.00002122659258,0.9999093957
38.2,26.64,26.79,,,0.3970279513,31.84,30.92,,,2.073098275,40,40,,,0,30.44,31.08,,,1.471223472,26.715,31.38,40,30.76,26.715,31.38,38.77,30.76,1.250352456,0.0009723311566,1.281090438,2.532415225,0.4937391165,0.0003839540795,0.5058769294
38.3,19.34,19.77,,,1.554875561,32.47,31.72,,,1.652376027,40,40,,,0,24.04,23.73,,,0.9177437813,19.555,32.095,40,23.885,19.555,32.095,38.77,23.885,0.005326246178,0.000006798912206,1.051444227,1.056777272,0.005040083959,0.000006433628338,0.9949534824
38.5,24.83,25.28,,,1.26999821,31.85,32.16,,,0.6849026782,40,40,,,0,29.54,29.92,,,0.9038028148,25.055,32.005,40,29.73,25.055,32.005,38.77,29.73,0.2565540715,0.0003076836432,0.827810427,1.084672182,0.2365268288,0.0002836651002,0.7631895061
38.6,20.23,20.84,,,2.100487638,40,40,,,0,40,40,,,0,23.57,24.5,,,2.736048706,20.535,40,40,24.035,20.535,40,38.77,24.035,0.00004383172025,0.00001341061915,1.869137012,1.869194254,0.00002344952653,0.000007174545457,0.9999693759
40.3,20.99,20.71,,,0.9495918404,27.1,26.52,,,1.529734924,40,40,,,0,26.22,26.33,,,0.2960294802,20.85,26.81,40,26.275,20.85,26.81,38.77,26.275,0.5095638462,0.00001668296649,0.4922190248,1.001799554,0.5086485058,0.00001665299853,0.4913348412
40.4,18.99,19.01,,,0.07443229276,24.82,24.89,,,0.1991449394,40,36.51,,,6.450928418,33.74,32.93,,,1.718183569,19,24.855,38.255,33.335,19,24.855,37.025,33.335,0.5480330582,0.0000155119047,0.001023248541,0.5490718186,0.998108152,0.00002825113979,0.001863596904
40.5,21.27,21.7,,,1.415200912,23.76,23.67,,,0.2683517196,40,40,,,0,40,40,,,0,21.485,23.715,40,40,21.485,23.715,38.77,40,6.76146012,0.00002590760845,0.00005645153459,6.761542479,0.9999878195,0.00000383161217,0.000008348913694
40.6,21.24,20.23,,,3.444310822,25.63,24.91,,,2.014708676,40,40,,,0,32.15,32.75,,,1.307439349,20.735,25.27,40,32.45,20.735,25.27,38.77,32.45,1.368252817,0.00001540475615,0.006290421151,1.374558643,0.9954124723,0.00001120705634,0.004576320686
41.2,23.99,24.07,,,0.2354080004,28.81,28.77,,,0.09824338745,32.99,33.64,,,1.379617013,30.99,29.99,,,2.319143264,24.03,28.79,33.315,30.49,24.03,28.79,32.085,30.49,1.170670304,0.01555729851,0.2402107007,1.426438303,0.820694664,0.01090639425,0.1683989418
41.3,20.63,19.57,,,3.729020836,29.96,31.14,,,2.731214409,31.62,32.48,,,1.897384811,25.27,24.9,,,1.042971932,20.1,30.55,32.05,25.085,20.1,30.55,30.82,25.085,0.02267639046,0.00245295311,0.6677464591,0.6928758027,0.03272792956,0.003540249349,0.9637318211
41.4,21.82,21.47,,,1.143392809,30.52,32.38,,,4.181935176,32.93,32.64,,,0.6254719126,27.38,27.45,,,0.1805488772,21.645,31.45,32.785,27.415,21.645,31.45,31.555,27.415,0.03545996264,0.00430054546,0.3875279644,0.4272884725,0.08298834375,0.0100647355,0.9069469207
41.5,20.43,19.94,,,1.716533677,29.65,29,,,1.567329609,35.14,35.04,,,0.2015123343,26.98,27.11,,,0.3398923333,20.185,29.325,35.09,27.045,20.185,29.325,33.86,27.045,0.05622419173,0.0003163338079,0.1820456693,0.2385861948,0.235655679,0.001325868029,0.763018453
41.6,19.71,19.89,,,0.6428243465,31.02,31.35,,,0.7482611441,33.82,33.47,,,0.735584406,25.11,25.24,,,0.3651395494,19.8,31.185,33.645,25.175,19.8,31.185,32.415,25.175,0.01186071528,0.0006595343274,0.5095770912,0.5220973408,0.0227174405,0.001263240158,0.9760193193
43.2,21.07,20.38,,,2.354179392,25.37,25.45,,,0.2226231503,36.28,40,,,6.896793985,37.93,40,,,3.75647642,20.725,25.41,38.14,38.965,20.725,25.41,36.91,38.965,1.233138484,0.00005553417443,0.00006830602319,1.233262324,0.9998995832,0.00004503030162,0.00005538645092
43.4,19.85,19.72,,,0.4646140084,24.15,23.69,,,1.359820733,40,40,,,0,36.23,36.37,,,0.2727133591,19.785,23.92,40,36.3,19.785,23.92,38.77,36.3,1.805420416,0.000007974001852,0.0002258061384,1.805654196,0.9998705288,0.000004416128997,0.0001250550293
43.5,21.43,20.43,,,3.378436604,24.42,23.77,,,1.907530225,40,40,,,0,35.51,40,,,8.409242345,20.93,24.095,40,37.755,20.93,24.095,38.77,37.755,3.536530801,0.00001763419656,0.0001821446607,3.53673058,0.9999435131,0.000004986016366,0.00005150085837
43.6,19.78,20.4,,,2.182211072,25.62,26.45,,,2.254267826,40,40,,,0,37.04,36.33,,,1.368531592,20.09,26.035,40,36.685,20.09,26.035,38.77,36.685,0.5148895255,0.000009851230501,0.0002136256239,0.5151130023,0.9995661596,0.0000191244066,0.0004147160389
43.7,19.22,19.51,,,1.058925724,26.38,26.38,,,0,40,40,,,0,40,36.62,,,6.238634613,19.365,26.38,40,38.31,19.365,26.38,38.77,38.31,0.2452516634,0.000005959965339,0.00004190181685,0.2452995252,0.9998048843,0.00002429668518,0.0001708189888
50.1,18.07,18.77,,,2.68715932,24.37,24.31,,,0.1743073413,40,40,,,0,33.74,31.48,,,4.900525377,18.42,24.34,40,32.61,18.42,24.34,38.77,32.61,0.5238896358,0.000003095782124,0.001131437278,0.5250241689,0.9978390841,0.000005896456405,0.002155019417
50.2,21.35,21.33,,,0.06627055119,26.42,26.65,,,0.6129058213,40,40,,,0,32.57,33.58,,,2.159267873,21.34,26.535,40,33.075,21.34,26.535,38.77,33.075,0.8659375124,0.00002343030681,0.006203819064,0.8721647618,0.9928600081,0.00002686454192,0.007113127399
50.3,19.59,18.61,,,3.62808715,25.97,25.84,,,0.3548499577,36.72,40,,,6.046168515,34.49,32.82,,,3.508745579,19.1,25.905,38.36,33.655,19.1,25.905,37.13,33.655,0.2836797011,0.00001545823759,0.0008785258306,0.2845736852,0.9968585146,0.00005432068528,0.003087164683
50.4,18.48,19.37,,,3.325363462,24.47,23.99,,,1.400789331,40,40,,,0,32.74,35.69,,,6.096638914,18.925,24.23,40,34.215,18.925,24.23,38.77,34.215,0.8023673614,0.000004393296717,0.0005278341542,0.8028995888,0.9993371183,0.000005471788476,0.0006574099197
50.5,20.59,20.04,,,1.914391975,24.89,25.1,,,0.5940885139,40,40,,,0,40,40,,,0,20.315,24.995,40,40,20.315,24.995,38.77,40,1.237419631,0.00001151389408,0.00002508826668,1.237456233,0.9999704215,0.000009304485907,0.00002027406386
50.6,18.25,16.88,,,5.515151097,26.9,26.11,,,2.107581049,40,40,,,0,34.06,34.35,,,0.5995058224,17.565,26.505,40,34.205,17.565,26.505,38.77,34.205,0.06458463655,0.000001711550595,0.0002070651419,0.06479341324,0.9967778099,0.00002641550289,0.003195774563
51.1,17.47,18.56,,,4.278359098,27.41,26.39,,,2.681222739,40,40,,,0,36.17,40,,,7.110985879,18.015,26.9,40,38.085,18.015,26.9,38.77,38.085,0.06709433762,0.000002338047014,0.00001921206774,0.06711588773,0.9996789119,0.00003483596945,0.0002862521585
51.3,19.17,18.97,,,0.7415907511,27.54,27.82,,,0.7152814261,40,40,,,0,40,40,,,0,19.07,27.68,40,40,19.07,27.68,38.77,40,0.08118375193,0.00000485780285,0.00001058493786,0.08119919468,0.9998098166,0.00005982575159,0.0001303576705
51.4,21.04,20.72,,,1.083688554,24.59,23.8,,,2.308800815,40,40,,,0,36.28,37.09,,,1.561282521,20.88,24.195,40,36.685,20.88,24.195,38.77,36.685,3.187300021,0.00001703351108,0.0003693746108,3.187686429,0.999878781,0.000005343534085,0.0001158754536
51.6,21.03,20.29,,,2.53271548,26.89,27.2,,,0.8105124872,40,40,,,0,36.67,36.47,,,0.386714127,20.66,27.045,40,36.57,20.66,27.045,38.77,36.57,0.3795428889,0.00001462438388,0.0003434463388,0.3799009596,0.999057463,0.00003849525385,0.0009040417776
53.1,21.8,20.98,,,2.710741284,32.38,31.38,,,2.21802629,40,40,,,0,25.43,25.37,,,0.1670330979,21.39,31.88,40,25.4,21.39,31.88,38.77,25.4,0.02205630337,0.00002425657479,1.312549949,1.334630509,0.01652614954,0.00001817474921,0.9834556757
53.3,17.94,19.05,18.71,18.82,2.58356219,32.58,32.85,31.83,31.24,2.275356498,40,40,40,40,0,26.25,25.24,24.67,23.64,4.371371921,18.63,32.125,40,24.95,18.63,32.125,38.77,24.95,0.002747499295,0.000003580854602,0.2646894,0.2674404802,0.01027331126,0.00001338935153,0.9897132994
53.4,20.79,21.29,,,1.680386837,32.4,31.47,,,2.059211857,40,40,,,0,25.02,25.09,,,0.1975552771,21.04,31.935,40,25.055,21.04,31.935,38.77,25.055,0.01665772079,0.00001903132285,1.308008871,1.324685623,0.01257484832,0.00001436667124,0.987410785
53.6,19.53,19.23,,,1.094592541,32.87,32.46,,,0.8875364466,40,40,,,0,24.42,24.56,,,0.404226008,19.38,32.665,40,24.49,19.38,32.665,38.77,24.49,0.00317799997,0.000006022255597,0.6123262028,0.6155102251,0.005163196062,0.000009784168243,0.9948270198
54.1,20.31,20.14,,,0.5943542784,26.14,25.85,,,0.7888477267,40,40,,,0,27.89,26.67,,,3.16228106,20.225,25.995,40,27.28,20.225,25.995,38.77,27.28,0.5812919467,0.00001081756542,0.1590301625,0.7403329267,0.785176406,0.0000146117578,0.2148089822
54.4,20.55,20.99,,,1.49796333,24.64,24.94,,,0.8557161531,40,40,,,0,30.51,30.18,,,0.7689742554,20.77,24.79,40,30.345,20.77,24.79,38.77,30.345,1.955225257,0.00001578304802,0.02772578899,1.982966829,0.9860100675,0.000007959310158,0.01398197317
54.5,21.84,19.53,,,7.896623952,25.58,24.85,,,2.047146343,40,40,,,0,32.51,32.65,,,0.3038519011,20.685,25.215,40,32.58,20.685,25.215,38.77,32.58,1.373003046,0.00001488001361,0.005552573598,1.3785705,0.9959614299,0.00001079379952,0.004027776307
54.6,18.84,18.45,,,1.479064868,26.63,26.78,,,0.397176623,40,40,,,0,26.59,26.82,,,0.6090041553,18.645,26.705,40,26.705,18.645,26.705,38.77,26.705,0.11885997,0.000003618279713,0.07923997997,0.1981035682,0.5999890412,0.00001826458627,0.3999926942
55.1,18.3,18.59,,,1.111742838,26.32,25.8,,,1.410957507,40,40,,,0,40,35.43,,,8.568150577,18.445,26.06,40,37.715,18.445,26.06,38.77,37.715,0.161805755,0.000003149895442,0.00003345015278,0.161842355,0.9997738537,0.00001946273855,0.0002066835519
55.3,19.78,19.34,,,1.590628751,25.99,26.29,,,0.8115227022,40,40,,,0,29.5,28.53,,,2.363927547,19.56,26.14,40,29.015,19.56,26.14,38.77,29.015,0.3315583805,0.000006822516319,0.03013058148,0.3616957845,0.9166774807,0.00001886258179,0.08330365675
