21073D-03-01_S46_L003	E-H-SI Batch Cross	AP2	2	0.999882393016667	0.790069502447036	0.666666666666667	0.917321185619228	0.236666666666667	-0.104633455614075	0.0466666666666667	0.197183098591549	-1.49614687621636	2	1	1	0
21073D-03-02_S75_L005	E-H-SI Batch Cross	X-AP-3	3	0.02019329182938	-1.40420971335532	1	1.60282018548195	0.266666666666666	0.153244928565377	0.13	0.487500000000001	-0.511538039855349	0	0	0	0
21073D-03-03_S76_L005	E-H-SI Batch Cross	AP4	4	0.9801719603	-0.439559180852214	0	-0.511538039855349	0.226666666666667	-0.268308922916213	0.0433333333333333	0.191176470588235	-1.54728361160603	2	1	3	1
21073D-03-04_S77_L005	E-H-SI Batch Cross	X-AP-5	5	0.99966640964	0.301779036353579	0.666666666666667	0.917321185619228	0.323333333333333	0.539207639325099	0.173333333333333	0.536082474226804	-0.352639161922951	2	1	1	0
21073D-03-05_S47_L003	E-H-SI Batch Cross	AP6	6	0.96775347358	-0.475240750513245	0.666666666666667	0.917321185619228	0.34	0.62487777204245	0.116666666666667	0.343137254901961	-0.98033035222493	2	1	1	0
21073D-03-06_S78_L005	E-H-SI Batch Cross	X-AP-7	7	0.9998528088	0.644531606106613	0.333333333333333	0.466265261370636	0.18	-0.52993954630032	0.04	0.222222222222222	-1.36238338941802	2	1	2	0
21073D-03-07_S48_L003	E-H-SI Batch Cross	AP8_Lo	8	0.897452315	-0.644531606106613	0	-0.511538039855349	0.0933333333333333	-1.49614687621636	0.0266666666666667	0.285714285714286	-1.21501866041983	1	0	3	1
21073D-03-08_S79_L005	E-H-SI Batch Cross	AP10	10	0.000767845019994	-2.14377047621164	1	1.60282018548195	0.583333333333334	1.54728361160603	0.116666666666667	0.2	-1.44864804193472	0	0	0	0
21073D-03-100_S118_L003	E-B Batch Cross	AP123	123	0.999906463516667	1.03368798614595	0.333333333333333	0.466265261370636	0.503333333333333	1.28521275189083	0.49	0.973509933774835	0.705065892900024	2	1	2	0
21073D-03-101_S99_L005	E-B Batch Cross	AP124	124	0.999497565683333	0.137006520597876	0	-0.511538039855349	0.243333333333333	-0.0723697064565021	0.206666666666667	0.849315068493151	0.493308148312747	2	1	3	1
