SampleID,Origin_PostHoc,Genet,Ramet,Raceway,Rack,Treatment,Run_initialPAM,Number_initialPAM,RunDate_initialPAM,FvFm_Initial,F0_Initial,NPQ_Initial,ETR-Max_Initial,Run_finalPAM,Number_finalPAM,RunDate_finalPAM,FvFm_Final,FvFm_Final_withNA,F0_Final,F0_Final_withNA,NPQ_Final,NPQ_Final_withNA,ETR_Final,ETR_Final_withNA,SamplingTime_Survival,Mortality,TOD,SA_I,SA_F_Growth,SA_F_Tissue,InitialWeight,Time_initialBW,Date_initialBW,densitySW_initialBW,Davies1989_WeightInitial,FinalWeight,Time_finalBW,Date_finalBW,densitySW_finalBW,Davies1989_WeightFinal,Origin,Origin2,lat_lon
315.5,LK3 x LK10 Biparental Cross,315,5,5S,43,Heat,3,4,3/29/22,0.436,0.223,0.192,16.8,69,9,5/10/22,0.259,0.259,0.238,0.238,0.471,0.471,8.2,8.2,33,0,36,1.84,1.95,0.99,6.76,13:35,4/2/22,1.024401633,10.39400555,6.842,10:20,10-May,1.025870245,10.52820059,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
315.6,LK3 x LK10 Biparental Cross,315,6,6S,55,Control,40,6,3/30/22,0.372,0.24,0.686,18.6,77,1,5/11/22,0.3,0.3,0.352,0.352,0.537,0.537,14,14,34,0,36,1.54,1.67,1.67,6.875,10:04,3/31/22,1.024862871,10.57338587,6.932,11:33,11-May,1.02604885,10.66768966,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
316.1,LK3 x LK10 Biparental Cross,316,1,4N,10,Control,74,3,4/1/22,0.397,0.22,0.718,15.8,119,5,5/13/22,0.278,0.278,0.364,0.364,0.588,0.588,9.3,9.3,36,0,36,1.71,2.06,2.06,5.89,10:30,3/29/22,1.025013542,9.059224505,5.968,12:45,13-May,1.025736695,9.182679704,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
316.2,LK3 x LK10 Biparental Cross,316,2,5N,17,Heat,84,7,4/1/22,0.42,0.198,0.667,17.5,46,2,5/9/22,0.419,NA,0.131,NA,0.271,NA,5.7,NA,32,1,32,1.99,2.3,0,6.251,16:20,3/29/22,1.024667911,9.612723214,6.349,3:50,8-May,1.025135347,9.765822453,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
316.3,LK3 x LK10 Biparental Cross,316,3,6N,24,Control,115,1,4/3/22,0.407,0.229,0.733,14.3,103,5,5/12/22,0.286,0.286,0.39,0.39,0.565,0.565,10.2,10.2,35,0,36,2.08,3,3,7.034,15:39,3/30/22,1.024348901,10.81500177,7.13,12:20,12-May,1.025962899,10.97189755,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
316.4,LK3 x LK10 Biparental Cross,316,4,4S,35,Heat,41,2,3/30/22,0.428,0.264,0.639,40.4,7,3,5/7/22,0.268,0.268,0.251,0.251,0.604,0.604,3.5,3.5,30,0,36,1.96,2.2,1.3,3.638,10:02,4/1/22,1.024492498,5.593963807,3.669,3:35,7-May,1.024842127,5.642666235,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
316.5,LK3 x LK10 Biparental Cross,316,5,5S,44,Heat,12,6,3/29/22,0.339,0.246,0.518,15.7,64,7,5/10/22,0.194,NA,0.1,NA,0.169,NA,2.7,NA,33,1,33,1.72,1.85,0,6.189,15:41,4/2/22,1.024353621,9.515810593,6.239,10:20,10-May,1.025870245,9.600327895,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
316.6,LK3 x LK10 Biparental Cross,316,6,6S,57,Control,28,3,3/30/22,0.438,0.201,0.643,21,85,2,5/11/22,0.28,0.28,0.407,0.407,0.561,0.561,12.3,12.3,34,0,36,1.89,2.45,2.45,6.042,11:40,3/31/22,1.024836057,9.292145207,6.135,13:34,11-May,1.026056313,9.44121936,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
317.1,LK3 x LK10 Biparental Cross,317,1,4N,8,Control,79,5,4/1/22,0.43,0.198,0.604,21.2,128,6,5/13/22,0.339,0.339,0.361,0.361,0.502,0.502,13.8,13.8,36,0,36,1.61,1.99,1.99,6.46,14:10,3/28/22,1.025047124,9.936098808,6.529,15:37,13-May,1.025798996,10.04619258,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
317.2,LK3 x LK10 Biparental Cross,317,2,5N,18,Heat,89,4,4/2/22,0.394,0.194,0.788,15.8,29,8,5/8/22,0.37,0.37,0.318,0.318,0.6,0.6,13.4,13.4,31,0,36,1.63,1.91,1.59,6.227,15:19,3/29/22,1.024620393,9.575577452,6.27,2:38,8-May,1.025256705,9.644921734,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
317.3,LK3 x LK10 Biparental Cross,317,3,6N,23,Control,120,6,4/3/22,0.434,0.237,0.765,19.1,106,4,5/12/22,0.308,0.308,0.34,0.34,0.569,0.569,11.8,11.8,35,0,36,2.13,2.26,2.26,6.93,14:47,3/30/22,1.024625566,10.65664556,7.058,12:20,12-May,1.025714263,10.85968329,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
317.4,LK3 x LK10 Biparental Cross,317,4,4S,36,Heat,48,7,3/31/22,0.38,0.19,0.522,23.3,16_RR_36,4,5/7/22,0.389,0.389,0.193,0.193,0.557,0.557,10.7,10.7,30,0,36,1.58,1.89,0.85,6.424,13:51,4/1/22,1.024532688,9.878059771,6.478,4:00,7-May,1.024857156,9.96279101,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
317.5,LK3 x LK10 Biparental Cross,317,5,5S,42,Heat,6,7,3/29/22,0.426,0.202,0.651,19.8,69,1,5/10/22,0.297,0.297,0.214,0.214,0.557,0.557,10.3,10.3,33,0,36,1.68,1.83,1.83,4.376,16:03,4/1/22,1.024612853,6.729173133,4.415,10:20,10-May,1.022223089,6.780640819,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
317.6,LK3 x LK10 Biparental Cross,317,6,6S,52,Control,21,8,3/30/22,0.448,0.237,0.514,19.7,73,2,5/11/22,0.34,0.34,0.398,0.398,0.51,0.51,13.8,13.8,34,0,36,1.65,1.88,1.88,6.162,11:10,3/31/22,1.024887479,9.476952042,6.257,10:20,11-May,1.025804321,9.627692258,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
318.1,LK3 x LK10 Biparental Cross,318,1,4N,9,Control,70,1,4/1/22,0.405,0.215,0.788,14.2,122,1,5/13/22,0.281,0.281,0.339,0.339,0.588,0.588,9.3,9.3,36,0,36,1.68,1.78,1.78,6.157,10:30,3/29/22,1.024926273,9.469455039,6.234,13:05,13-May,1.025670775,9.591629305,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
318.2,LK3 x LK10 Biparental Cross,318,2,5N,18,Heat,89,6,4/2/22,0.406,0.177,0.749,15.1,29,4,5/8/22,0.37,0.37,0.263,0.263,0.608,0.608,12.8,12.8,31,0,36,1.71,1.78,1.78,6.647,15:19,3/29/22,1.024645286,10.22156654,6.765,2:38,8-May,1.025241659,10.40628072,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
318.3,LK3 x LK10 Biparental Cross,318,3,6N,27,Control,118,5,4/3/22,0.417,0.202,0.773,15.7,91,6,5/12/22,0.39,0.39,0.353,0.353,0.584,0.584,13.5,13.5,35,0,36,1.46,1.83,1.83,5.892,10:50,3/30/22,1.025073996,9.062588238,5.994,15:20,11-May,1.025960268,9.223767608,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
318.4,LK3 x LK10 Biparental Cross,318,4,4S,35,Heat,55,5,3/31/22,0.419,0.176,0.647,13.8,8,3,5/7/22,0.323,0.323,0.266,0.266,0.588,0.588,11.8,11.8,30,0,36,1.32,1.45,1.45,6.328,14:35,4/1/22,1.024610503,9.730839826,6.349,3:35,7-May,1.024857156,9.764396438,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
318.5,LK3 x LK10 Biparental Cross,318,5,5S,48,Heat,9,8,3/29/22,0.398,0.221,0.706,15.9,51,8,5/9/22,0.321,0.321,0.261,0.261,0.604,0.604,10.6,10.6,33,0,36,1.74,1.96,1.51,6.312,16:03,4/1/22,1.024612853,9.706247902,6.237,10:20,9-May,1.025625524,9.59601708,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
318.6,LK3 x LK10 Biparental Cross,318,6,6S,51,Control,25,6,3/30/22,0.443,0.21,0.784,16.9,75,2,5/11/22,0.346,0.346,0.313,0.313,0.592,0.592,12.1,12.1,34,0,36,1.87,2.23,2.23,6.5,10:40,3/31/22,1.024862871,9.996655733,6.737,10:39,11-May,1.02603842,10.36754639,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
319.1,LK3 x LK10 Biparental Cross,319,1,4N,7,Control,66,2,4/1/22,0.438,0.211,0.592,15.6,129,4,5/13/22,0.338,0.338,0.302,0.302,0.529,0.529,13.5,13.5,36,0,36,1.38,1.59,1.59,5.963,15:37,3/28/22,1.025062231,9.171737936,6.069,16:04,13-May,1.025731113,9.338056259,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
319.2,LK3 x LK10 Biparental Cross,319,2,5N,20,Heat,99,8,4/2/22,0.405,0.221,0.812,11.5,42,2,5/9/22,0.442,0.442,0.332,0.332,0.541,0.541,14.9,14.9,31,0,36,1.49,1.89,1.61,6.52,14:22,3/29/22,1.024717473,10.02664945,6.671,12:04,8-May,1.025611046,10.26367537,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
319.3,LK3 x LK10 Biparental Cross,319,3,6N,26,Control,101,3,4/2/22,0.398,0.191,0.718,13.2,99,3,5/12/22,0.277,0.277,0.351,0.351,0.506,0.506,10.9,10.9,35,0,36,1.43,1.55,1.55,6.758,14:52,3/30/22,1.024348901,10.39064287,6.796,11:50,12-May,1.025714263,10.45656101,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
319.4,LK3 x LK10 Biparental Cross,319,4,4S,40,Heat,54,5,3/31/22,0.411,0.211,0.655,14.1,20,5,5/7/22,0.417,0.417,0.325,0.325,0.71,0.71,17.2,17.2,30,0,36,1.5,1.79,1.65,6.518,17:05,4/1/22,1.024612853,10.02302342,6.59,4:35,7-May,1.024779986,10.13463005,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
319.5,LK3 x LK10 Biparental Cross,319,5,5S,47,Heat,2,6,3/29/22,0.321,0.223,0.333,17.9,54,4,5/9/22,0.347,0.347,0.249,0.249,0.549,0.549,17.2,17.2,33,0,36,2.01,2.28,2.28,6.64,14:35,4/2/22,1.024434507,10.20967271,6.746,11:00,9-May,1.025625524,10.37914562,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
319.6,LK3 x LK10 Biparental Cross,319,6,6S,55,Control,40,1,3/30/22,0.365,0.243,0.737,16.4,78,6,5/11/22,0.335,0.335,0.31,0.31,0.553,0.553,16.4,16.4,34,0,36,1.68,1.99,1.99,6.598,10:04,3/31/22,1.024862871,10.14737454,6.644,11:33,11-May,1.026081435,10.22466,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
321.2,LK3 x LK10 Biparental Cross,321,2,5N,15,Heat,97,5,4/2/22,0.397,0.211,0.808,15.8,40,5,5/9/22,0.376,0.376,0.293,0.293,0.545,0.545,11,11,31,0,36,1.24,2.09,1.64,6.737,13:59,3/29/22,1.024667911,10.36008899,6.847,12:30,8-May,1.02546866,10.53367281,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
321.3,LK3 x LK10 Biparental Cross,321,3,6N,27,Control,117,5,4/3/22,0.39,0.197,0.706,14.5,91,5,5/12/22,0.36,0.36,0.356,0.356,0.533,0.533,13.4,13.4,35,0,36,1.29,1.78,1.78,6.318,10:50,3/30/22,1.025073996,9.717826287,6.436,15:20,11-May,1.025960268,9.903931986,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
321.4,LK3 x LK10 Biparental Cross,321,4,4S,37,Heat,59,2,3/31/22,0.347,0.259,0.937,14.8,18_RR_37,1,5/7/22,0.316,0.316,0.349,0.349,0.675,0.675,9.2,9.2,30,0,36,1.38,1.4,1.4,5.321,16:10,4/1/22,1.024612853,8.182342377,5.346,4:35,7-May,1.024787498,8.221539584,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
321.5,LK3 x LK10 Biparental Cross,321,5,5S,46,Heat,8,2,3/29/22,0.375,0.232,0.667,16,55,6,5/9/22,0.31,0.31,0.253,0.253,0.463,0.463,8.3,8.3,33,0,36,1.48,1.55,0.76,6.843,16:40,4/1/22,1.024317628,10.52116045,6.924,12:00,9-May,1.025415155,10.65183316,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
321.6,LK3 x LK10 Biparental Cross,321,6,6S,54,Control,35,8,3/30/22,0.4,0.222,0.659,20.5,79,6,5/11/22,0.285,0.285,0.383,0.383,0.514,0.514,14.6,14.6,34,0,36,2.06,2.34,2.34,6.433,14:30,3/31/22,1.024260451,9.890485828,6.509,11:00,11-May,1.02603842,10.01667796,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
321.7,LK3 x LK10 Biparental Cross,321,7,4N,6,Control,77,4,4/1/22,0.406,0.21,0.694,18.2,125,2,5/13/22,0.287,0.287,0.457,0.457,0.565,0.565,11.8,11.8,36,0,36,1.85,2.41,2.41,5.341,15:11,3/28/22,1.025004676,8.21478657,5.458,14:30,13-May,1.025652787,8.397596768,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
322.1,LK3 x LK10 Biparental Cross,322,1,4N,9,Control,70,6,4/1/22,0.419,0.21,0.702,19.9,121,7,5/13/22,0.254,0.254,0.356,0.356,0.518,0.518,12.2,12.2,36,0,36,1.72,1.92,1.92,4.178,10:30,3/29/22,1.025028655,6.426101912,4.25,13:05,13-May,1.025670775,6.53904789,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
322.2,LK3 x LK10 Biparental Cross,322,2,5N,11,Heat,91,7,4/2/22,0.422,0.208,0.663,14.5,35,2,5/8/22,0.332,0.332,0.369,0.369,0.596,0.596,9.7,9.7,31,0,36,1.51,1.71,1.71,4.871,13:40,3/29/22,1.024732562,7.490827646,4.909,11:26,8-May,1.025603511,7.552718187,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
322.3,LK3 x LK10 Biparental Cross,322,3,6N,23,Control,120,3,4/3/22,0.409,0.213,0.749,17.3,106,3,5/12/22,0.314,0.314,0.36,0.36,0.537,0.537,12.1,12.1,35,0,36,1.54,1.88,1.88,6.496,15:30,3/30/22,1.024348901,9.987809423,6.001,12:20,12-May,1.025962899,9.234552202,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
322.4,LK3 x LK10 Biparental Cross,322,4,4S,39,Heat,50,5,3/31/22,0.425,0.221,0.71,14.8,23,1,5/7/22,0.35,0.35,0.354,0.354,0.639,0.639,10,10,30,0,36,NA,2.14,2.14,5.449,11:42,4/1/22,1.024484961,8.378611387,5.511,5:55,7-May,1.024742426,8.475090309,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
322.5,LK3 x LK10 Biparental Cross,322,5,5S,43,Heat,3,2,3/29/22,0.444,0.233,0.208,14.8,69,7,5/10/22,0.241,0.241,0.202,0.202,0.545,0.545,8,8,33,0,36,1.48,1.88,1.62,6.649,13:35,4/2/22,1.024507103,10.22390061,6.713,10:20,10-May,1.022223089,10.30995285,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
322.6,LK3 x LK10 Biparental Cross,322,6,6S,54,Control,36,5,3/30/22,0.361,0.255,0.769,65.8,80,8,5/11/22,0.279,0.279,0.264,0.264,0.569,0.569,12.1,12.1,34,0,36,1.95,2.29,2.29,6.282,14:30,3/31/22,1.024500035,9.659543604,6.402,11:00,11-May,1.026045973,9.852055109,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
323.1,LK3 x LK10 Biparental Cross,323,1,4N,5,Control,64,5,4/1/22,0.456,0.232,0.627,17,123,1,5/13/22,0.307,0.307,0.375,0.375,0.537,0.537,11.3,11.3,36,0,36,1.35,1.84,1.84,4.685,13:30,3/28/22,1.025047124,7.20597878,4.78,13:05,13-May,1.025736695,7.354760219,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
323.2,LK3 x LK10 Biparental Cross,323,2,5N,14,Heat,86,1,4/1/22,0.415,0.265,0.725,14.8,39,3,5/9/22,0.4,NA,0.321,NA,0.537,NA,12.7,NA,31,1,31,1.72,2.13,2.13,6.252,14:58,3/29/22,1.024717473,9.614511098,6.357,11:45,8-May,1.025603511,9.780531578,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
323.3,LK3 x LK10 Biparental Cross,323,3,6N,23,Control,119,8,4/3/22,0.407,0.249,0.784,14.2,106,2,5/12/22,0.259,0.259,0.423,0.423,0.533,0.533,7.4,7.4,35,0,36,1.55,1.95,1.95,6.546,15:30,3/30/22,1.02462063,10.06612137,6.627,12:20,12-May,1.025962899,10.19786326,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
323.4,LK3 x LK10 Biparental Cross,323,4,4S,37,Heat,59,8,3/31/22,0.366,0.231,1,15.7,18_RR_37,7,5/7/22,0.39,0.39,0.285,0.285,0.639,0.639,14.4,14.4,30,0,36,1.83,2.34,2.34,6.721,16:10,4/1/22,1.024612853,10.3351857,6.528,4:35,7-May,1.024742426,10.03908357,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
323.5,LK3 x LK10 Biparental Cross,323,5,5S,42,Heat,5,8,3/29/22,0.4,0.224,0.706,16.3,67,7,5/10/22,0.308,0.308,0.231,0.231,0.6,0.6,12.2,12.2,33,0,36,1.24,1.42,1.42,6.845,16:03,4/1/22,1.024623148,10.52592298,6.973,10:20,10-May,1.025870245,10.72977824,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
323.6,LK3 x LK10 Biparental Cross,323,6,6S,59,Control,32,8,3/30/22,0.413,0.238,0.62,15.9,90,5,5/12/22,0.349,0.349,0.375,0.375,0.514,0.514,14.4,14.4,35,0,36,1.55,1.73,1.73,6.051,14:30,3/31/22,1.024500035,9.304345487,6.151,15:20,11-May,1.025960268,9.465364457,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
324.1,LK3 x LK10 Biparental Cross,324,1,4N,3,Control,61,1,3/31/22,0.408,0.241,0.647,15.2,113,2,5/13/22,0.304,0.304,0.386,0.386,0.576,0.576,11.7,11.7,36,0,36,1.55,1.94,1.94,6.625,14:51,3/28/22,1.025004676,10.18965756,6.778,10:05,13-May,1.025835025,10.42952699,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
324.2,LK3 x LK10 Biparental Cross,324,2,5N,15,Heat,98,4,4/2/22,0.397,0.18,0.706,14.5,40,6,5/9/22,0.384,0.384,0.34,0.34,0.549,0.549,13.2,13.2,31,0,36,1.46,2.45,2.45,6.412,14:12,3/29/22,1.024709929,9.860524801,6.63,12:30,8-May,1.025449825,10.19973128,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
324.3,LK3 x LK10 Biparental Cross,324,3,6N,26,Control,101,1,4/2/22,0.377,0.25,0.686,12.2,99,6,5/12/22,0.264,0.264,0.392,0.392,0.502,0.502,10.1,10.1,35,0,36,1.55,2.18,2.18,6.435,14:52,3/30/22,1.02462063,9.895430956,6.574,11:50,12-May,1.025757042,10.11521136,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
324.4,LK3 x LK10 Biparental Cross,324,4,4S,40,Heat,54,8,3/31/22,0.387,0.224,0.651,10.8,20,4,5/7/22,0.328,0.328,0.343,0.343,0.667,0.667,13.6,13.6,30,0,36,1.34,1.44,1.38,5.197,17:05,4/1/22,1.024572806,7.991494007,5.235,4:35,7-May,1.024742426,8.050643761,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
324.5,LK3 x LK10 Biparental Cross,324,5,5S,48,Heat,9,7,3/29/22,0.385,0.219,0.69,15.6,52,7,5/9/22,0.303,0.303,0.312,0.312,0.549,0.549,14.6,14.6,33,0,36,1.76,NA,NA,6.375,16:03,4/1/22,1.024612853,9.803125851,6.416,10:20,9-May,1.025517058,9.87085764,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
324.6,LK3 x LK10 Biparental Cross,324,6,6S,56,Control,29,5,3/30/22,0.404,0.226,0.69,18,84,6,5/11/22,0.283,0.283,0.354,0.354,0.525,0.525,12.3,12.3,34,0,36,2.29,2.65,2.65,6.161,15:45,3/31/22,1.024260451,9.472296469,6.283,11:56,11-May,1.02604885,9.668940299,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
325.1,LK3 x LK10 Biparental Cross,325,1,4N,1,Control,76,1,4/1/22,0.436,0.199,0.761,10.5,117,5,5/13/22,0.302,0.302,0.356,0.356,0.592,0.592,10.6,10.6,36,0,36,1.87,2.2,2.2,6.473,15:48,3/28/22,1.025148237,9.956622541,6.582,11:30,13-May,1.025799728,10.12774774,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
325.2,LK3 x LK10 Biparental Cross,325,2,5N,16,Heat,88,5,4/1/22,0.454,0.223,0.718,13.4,49,3,5/9/22,0.412,0.412,0.271,0.271,0.565,0.565,17,17,32,0,36,2.24,2.59,2.59,6.383,12:23,3/29/22,1.024926273,9.817042637,6.49,3:20,8-May,1.025285769,9.983492374,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
325.3,LK3 x LK10 Biparental Cross,325,3,6N,22,Control,105,5,4/3/22,0.469,0.203,0.663,16.1,96,4,5/12/22,0.321,0.321,0.338,0.338,0.557,0.557,11.1,11.1,35,0,36,1.28,1.72,1.72,6.115,14:10,3/30/22,1.024625566,9.403374835,6.212,10:30,12-May,1.025962899,9.559246506,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
325.4,LK3 x LK10 Biparental Cross,325,4,4S,34,Heat,57,3,3/31/22,0.351,0.202,0.604,13.6,3,4,5/7/22,0.327,0.327,0.268,0.268,0.651,0.651,14.8,14.8,30,0,36,1.84,2,2,5.254,13:27,4/1/22,1.024532688,8.078973542,5.318,2:30,7-May,1.024995623,8.179372283,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
325.5,LK3 x LK10 Biparental Cross,325,5,5S,49,Heat,13,5,3/29/22,0.39,0.214,0.643,13.4,60,4,5/10/22,0.372,0.372,0.228,0.228,0.588,0.588,13.7,13.7,33,0,36,1.68,1.91,1.91,6.245,17:05,4/1/22,1.024572806,9.603017139,6.326,11:30,9-May,1.025640607,9.733026272,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
325.6,LK3 x LK10 Biparental Cross,325,6,6S,53,Control,26,5,3/30/22,0.436,0.208,0.71,20.7,72,2,5/11/22,0.328,0.328,0.342,0.342,0.588,0.588,12.8,12.8,34,0,36,1.53,1.96,1.96,4.851,12:01,3/31/22,1.024790794,7.460298826,4.883,10:20,11-May,1.025804321,7.513508278,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
326.1,LK3 x LK10 Biparental Cross,326,1,4N,9,Control,69,8,4/1/22,0.405,0.214,0.706,16.7,121,2,5/13/22,0.261,0.261,0.404,0.404,0.537,0.537,11.3,11.3,36,0,36,1.93,2.4,2.4,6.482,10:30,3/29/22,1.024926273,9.969304461,6.597,13:05,13-May,1.025670775,10.15014092,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
326.2,LK3 x LK10 Biparental Cross,326,2,5N,17,Heat,83,6,4/1/22,0.392,0.248,0.675,15.6,47,6,5/9/22,0.379,0.379,0.302,0.302,0.494,0.494,13.6,13.6,32,0,36,1.78,2.17,2.17,6.405,16:20,3/29/22,1.024667911,9.849542823,6.49,3:50,8-May,1.025187992,9.982979908,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
326.3,LK3 x LK10 Biparental Cross,326,3,6N,29,Control,108,4,4/3/22,0.393,0.186,0.675,14,97,5,5/12/22,0.29,0.29,0.313,0.313,0.525,0.525,10.2,10.2,35,0,36,1.54,1.78,1.78,6.235,12:50,3/30/22,1.024802504,9.58879593,6.329,11:10,12-May,1.025962899,9.739290266,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
326.4,LK3 x LK10 Biparental Cross,326,4,4S,39,Heat,49,1,3/31/22,0.442,0.235,0.698,17.6,23,3,5/7/22,0.374,0.374,0.285,0.285,0.608,0.608,15.3,15.3,30,0,36,2.47,2.66,2.25,6.427,11:42,4/1/22,1.024484961,9.882425286,6.48,5:55,7-May,1.024712379,9.96510962,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
326.5,LK3 x LK10 Biparental Cross,326,5,5S,48,Heat,10,5,3/29/22,0.372,0.231,0.667,13.4,52,1,5/9/22,0.281,0.281,0.269,0.269,0.518,0.518,9.5,9.5,33,0,36,1.1,1.28,1.28,6.518,16:03,4/1/22,1.024612853,10.02302342,6.613,10:20,9-May,1.025625524,10.17451675,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
326.6,LK3 x LK10 Biparental Cross,326,6,6S,51,Control,33,8,3/30/22,0.4,0.245,0.631,16,76,1,5/11/22,0.285,0.285,0.359,0.359,0.541,0.541,11.1,11.1,34,0,36,1.59,1.73,1.73,5.246,10:40,3/31/22,1.024904461,8.06824628,5.284,10:39,11-May,1.026045973,8.131561886,LK3 x LK10 Biparental Cross,LK3 x LK10 Biparental Cross,25.54585 N 81.40507 W
