SampleID,Origin_PostHoc,Genet,Ramet,Raceway,Rack,Treatment,Run_initialPAM,Number_initialPAM,RunDate_initialPAM,FvFm_Initial,F0_Initial,NPQ_Initial,ETR-Max_Initial,Run_finalPAM,Number_finalPAM,RunDate_finalPAM,FvFm_Final,FvFm_Final_withNA,F0_Final,F0_Final_withNA,NPQ_Final,NPQ_Final_withNA,ETR_Final,ETR_Final_withNA,SamplingTime_Survival,Mortality,TOD,SA_I,SA_F_Growth,SA_F_Tissue,InitialWeight,Time_initialBW,Date_initialBW,densitySW_initialBW,Davies1989_WeightInitial,FinalWeight,Time_finalBW,Date_finalBW,densitySW_finalBW,Davies1989_WeightFinal,Origin,Origin2,lat_lon
40.5,Founder,40,5,5S,49,Heat,13,6,3/29/22,0.384,0.198,0.596,10.3,59,3,5/10/22,0.276,0.276,0.273,0.273,0.345,0.345,8.2,8.2,33,0,36,1.26,1.32,0.98,6.392,17:05,4/1/22,1.024317628,9.82774479,6.459,11:30,9-May,1.025640607,9.937656764,Founder,Sand Key,24.45271 N 81.87608 W
40.6,Founder,40,6,6S,55,Control,39,6,3/30/22,0.395,0.249,0.655,13.6,78,5,5/11/22,0.221,0.221,0.253,0.253,0.537,0.537,5.8,5.8,34,0,36,1.36,1.53,1.53,6.62,10:04,3/31/22,1.024904461,10.18143164,6.703,11:33,11-May,1.026081435,10.31545695,Founder,Sand Key,24.45271 N 81.87608 W
41.1,Founder,41,1,4N,10,Control,73,5,4/1/22,0.411,0.209,0.753,7.4,120,7,5/13/22,0.173,0.173,0.316,0.316,0.537,0.537,2.5,2.5,36,0,36,0.93,1.02,1.02,5.928,11:30,3/29/22,1.025028655,9.11774345,5.963,12:45,13-May,1.025736695,9.17498644,Founder,Western Dry Rocks,24.44529 N 81.92721 W
41.2,Founder,41,2,5N,13,Heat,81,2,4/1/22,0.439,0.253,0.682,10.4,32,8,5/8/22,0.347,NA,0.108,NA,0.204,NA,3.8,NA,31,1,31,0.9,0.98,0,7.423,14:42,3/29/22,1.024709929,11.41526444,7.575,11:00,8-May,1.025827682,11.65585162,Founder,Western Dry Rocks,24.44529 N 81.92721 W
41.3,Founder,41,3,6N,27,Control,118,7,4/3/22,0.42,0.197,0.71,10.1,92,7,5/12/22,0.342,0.342,0.386,0.386,0.651,0.651,5.5,5.5,35,0,36,1.03,1.42,1.42,6.327,10:50,3/30/22,1.025073996,9.731669345,6.474,15:20,11-May,1.025960268,9.962407657,Founder,Western Dry Rocks,24.44529 N 81.92721 W
41.4,Founder,41,4,4S,33,Heat,46,6,3/31/22,0.46,0.247,0.788,8.7,mort run 1,7,5/2/22,0.267,NA,0.207,NA,0.337,NA,0.8,NA,25,1,25,0.8,0.8,0.7,5.96,9:30,4/1/22,1.024492498,9.164382708,5.971,NA,5/2/22,1.025351,9.185435217,Founder,Western Dry Rocks,24.44529 N 81.92721 W
41.5,Founder,41,5,5S,41,Heat,17,6,3/29/22,0.441,0.245,0.706,10.9,mort run 2,2,5/2/22,0.24,NA,0.187,NA,0.2,NA,1.2,NA,25,1,25,0.63,0.7,0.5,6.617,14:47,4/3/22,1.024353621,10.17387602,6.691,NA,5/2/22,1.025351,10.29304087,Founder,Western Dry Rocks,24.44529 N 81.92721 W
41.6,Founder,41,6,6S,60,Control,24,4,3/30/22,0.479,0.21,NA,NA,81,6,5/11/22,0.168,0.168,0.389,0.389,0.561,0.561,1.9,1.9,34,0,36,1.06,1.28,1.28,6.291,15:45,3/31/22,1.024500035,9.673382492,6.358,11:56,11-May,1.02604885,9.784358176,Founder,Western Dry Rocks,24.44529 N 81.92721 W
43.1,E-B Batch Cross A,43,1,4N,4,Control,71,8,4/1/22,0.45,0.192,0.624,22.9,115,3,5/13/22,0.296,0.296,0.305,0.305,0.612,0.612,7.8,7.8,36,0,36,0.97,1.21,1.21,6.369,12:02,3/29/22,1.024926273,9.795510662,NA,NA,NA,NA,NA,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
43.2,E-B Batch Cross A,43,2,5N,11,Heat,92,2,4/2/22,0.431,0.192,0.639,9.3,91,1,5/12/22,0.374,NA,0.247,NA,0.439,NA,9.1,NA,22,1,22,1.38,1.45,1.45,6.316,13:40,3/29/22,1.024781821,9.713260245,6.35,NA,4/29/22,1.024899,9.766148881,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
43.3,E-B Batch Cross A,43,3,6N,27,Control,41,7,3/30/22,0.386,0.2,0.624,10.5,mort run 2,3,4/29/22,0.419,0.419,0.264,0.264,0,NA,0,NA,35,0,36,1.15,1.3,1.2,6.715,10:50,3/30/22,1.024996861,10.32804073,6.898,15:20,11-May,1.025960268,10.61487303,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
43.4,E-B Batch Cross A,43,4,4S,38,Heat,20,7,3/29/22,0.427,0.217,0.596,40.5,mort run 1,8,29-Apr,0.398,NA,0.337,NA,0,NA,0,NA,22,1,22,1.1,1.2,0.6,6.141,10:02,4/1/22,1.024477425,9.442622319,6.2,NA,4/29/22,1.024899,9.535452451,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
43.5,E-B Batch Cross A,43,5,5S,45,Heat,25,8,3/30/22,0.399,0.224,0.741,7.6,72,1,5/11/22,0.349,NA,0.317,NA,0,NA,0,NA,22,1,22,1.33,1.42,1.42,5.935,12:25,4/2/22,1.024313071,9.125082267,5.99,NA,4/29/22,1.024899,9.212477449,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
43.6,E-B Batch Cross A,43,6,6S,53,Control,71,8,4/1/22,0.408,0.231,0.624,13,72,1,5/11/22,0.329,0.329,0.305,0.305,0,NA,0,NA,34,0,36,1.2,1.2,1.2,6.398,12:01,3/31/22,1.024790794,9.839412881,6.48,10:20,11-May,1.026008211,9.971891746,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
50.1,E-B Batch Cross A,50,1,4N,6,Control,77,3,4/1/22,0.384,0.209,0.663,14.8,126,3,5/13/22,0.248,0.248,0.379,0.379,0.506,0.506,7.6,7.6,36,0,36,0.86,1.03,1.03,4.726,15:11,3/28/22,1.025047124,7.269040707,4.762,14:30,13-May,1.025685859,7.326868872,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
50.2,E-B Batch Cross A,50,2,5N,20,Heat,99,4,4/2/22,0.429,0.192,0.639,9.6,42,8,5/9/22,0.243,0.243,0.275,0.275,0.408,0.408,9.1,9.1,31,0,36,1,1.1,1.1,5.917,14:22,3/29/22,1.024709929,9.099302129,5.908,12:04,8-May,1.025611046,9.089760765,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
50.3,E-B Batch Cross A,50,3,6N,30,Control,104,2,4/2/22,0.431,0.232,0.576,47.2,101,2,5/12/22,0.255,0.255,0.393,0.393,0.451,0.451,7.4,7.4,35,0,36,1.06,1.44,1.44,5.947,13:15,3/30/22,1.024670821,9.14524912,6.015,12:20,12-May,1.025714263,9.25488736,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
50.4,E-B Batch Cross A,50,4,4S,40,Heat,53,6,3/31/22,0.424,0.215,0.592,12.3,21,2,5/7/22,0.379,0.379,0.306,0.306,0.518,0.518,13.2,13.2,30,0,36,1.13,1.24,1,6.362,17:05,4/1/22,1.024612853,9.783135163,6.439,4:35,7-May,1.024787498,9.902449193,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
50.5,E-B Batch Cross A,50,5,5S,50,Heat,15,4,3/29/22,0.419,0.22,0.627,13.8,58,4,5/10/22,0.442,NA,0.282,NA,0.455,NA,7.6,NA,33,1,33,1.04,1.32,0.89,5.464,16:40,4/1/22,1.024612853,8.402239945,5.493,12:25,9-May,1.025430223,8.367385743,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
50.6,E-B Batch Cross A,50,6,6S,60,Control,24,1,3/30/22,0.461,0.208,NA,NA,81,4,5/11/22,0.23,0.23,0.341,0.341,0.463,0.463,9.1,9.1,34,0,36,0.98,1.1,1.1,6.278,15:45,3/31/22,1.024500035,9.653392987,6.393,11:56,11-May,1.026081435,9.838388229,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
51.1,E-B Batch Cross C,51,1,4N,2,Control,RRnR1,3,4/4/22,0.387,0.196,0.596,17.8,111,3,5/13/22,0.247,0.247,0.318,0.318,0.51,0.51,7.2,7.2,36,0,36,3.04,3.98,3.98,7.201,14:30,3/28/22,1.025047124,11.07582779,7.275,10:05,13-May,1.025842573,11.19432128,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
51.2,E-B Batch Cross C,51,2,5N,19,Heat,93,5,4/2/22,0.422,0.207,0.749,17.3,43,1,5/9/22,0.365,0.365,0.389,0.389,0.451,0.451,12.2,12.2,32,0,36,3.42,3.45,3.45,7.364,15:39,3/29/22,1.024645286,11.32414864,7.453,12:04,8-May,1.025611046,11.46682244,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
51.3,E-B Batch Cross C,51,3,6N,25,Control,112,4,4/3/22,0.384,0.175,0.831,17.4,110,6,5/13/22,0.355,0.355,0.357,0.357,0.525,0.525,9.1,9.1,35,0,36,3.3,3.6,3.6,6.88,15:39,3/30/22,1.02462063,10.57973038,7.062,16:30,12-May,1.025819687,10.86643941,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
51.4,E-B Batch Cross C,51,4,4S,38,Heat,42,3,3/30/22,0.462,0.203,0.576,37.9,24,4,5/8/22,0.33,0.33,0.288,0.288,0.557,0.557,11.5,11.5,31,0,36,3.87,4.41,4.41,7.008,10:02,4/1/22,1.024492498,10.77583792,7.155,4:35,7-May,1.024787498,11.00357571,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
51.5,E-B Batch Cross C,51,5,5S,46,Heat,7,3,3/29/22,0.318,0.194,0.49,21.8,55,2,5/9/22,0.323,0.323,0.385,0.385,0.404,0.404,9.9,9.9,33,0,36,3.33,4.26,4.26,6.885,16:35,4/1/22,1.024612853,10.58737592,6.99,12:00,9-May,1.025415155,10.7533671,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
51.6,E-B Batch Cross C,51,6,6S,59,Control,31,5,3/30/22,0.403,0.209,0.541,19.8,89,8,5/12/22,0.364,0.364,0.409,0.409,0.565,0.565,9.3,9.3,35,0,36,6.03,6.81,6.81,7.455,14:30,3/31/22,1.024500035,11.46321197,7.628,15:20,11-May,1.025960268,11.73822144,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
53.1,E-B Batch Cross B,53,1,4N,4,Control,71,5,4/1/22,0.429,0.21,0.667,19.7,115,4,5/13/22,0.164,0.164,0.342,0.342,0.737,0.737,4.8,4.8,36,0,36,1.93,2.38,2.38,6.577,12:02,3/29/22,1.024926273,10.11541429,6.645,11:10,13-May,1.025799728,10.22468607,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
53.2,E-B Batch Cross B,53,2,5N,20,Heat,100,3,4/2/22,0.374,0.174,0.733,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,21,0.8,0.8,0,4.861,14:22,3/29/22,1.024667911,7.475195576,4.85,NA,4/28/22,1.025234,7.46049646,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
53.3,E-B Batch Cross B,53,3,6N,26,Control,101,6,4/2/22,0.339,0.218,0.757,5.4,99,4,5/12/22,0.173,0.173,0.336,0.336,0.667,0.667,4.2,4.2,35,0,36,1.79,1.99,1.99,6.489,14:52,3/30/22,1.02462063,9.978469538,6.576,11:50,12-May,1.025757042,10.1182887,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
53.4,E-B Batch Cross B,53,4,4S,40,Heat,53,1,3/31/22,0.399,0.212,0.839,9.5,mort run 2,6,4/29/22,0.31,NA,0.099,NA,0.42,NA,4.6,NA,22,1,22,1.4,1.4,0.7,6.688,17:05,4/1/22,1.024317628,10.28284686,6.8,NA,4/29/22,1.024899,10.45823817,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
53.5,E-B Batch Cross B,53,5,5S,50,Heat,15,5,3/29/22,0.391,0.209,0.784,10.8,mort run 2,5,4/29/22,0.399,NA,0.14,NA,0.416,NA,8.8,NA,22,1,22,1.05,1.3,0,5.954,16:40,4/1/22,1.024612853,9.155735109,5.97,NA,4/29/22,1.024899,9.181717925,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
53.6,E-B Batch Cross B,53,6,6S,51,Control,34,6,3/30/22,0.386,0.203,0.82,11.8,75,4,5/11/22,0.184,0.184,0.311,0.311,0.698,0.698,3.6,3.6,34,0,36,1.42,1.52,1.52,6.028,10:40,3/31/22,1.024862871,9.270744732,6.078,10:39,11-May,1.02603842,9.353413531,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
54.1,E-B Batch Cross A,54,1,4N,8,Control,80,5,4/1/22,0.335,0.233,0.729,10.8,128,8,5/13/22,0.194,0.194,0.405,0.405,0.576,0.576,5.7,5.7,36,0,36,1.35,1.42,1.42,6.443,14:10,3/28/22,1.025175541,9.910619274,6.481,15:37,13-May,1.025716028,9.971900347,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
54.2,E-B Batch Cross A,54,2,5N,20,Heat,99,7,4/2/22,0.337,0.21,0.757,10.4,43,4,5/9/22,0.377,0.377,0.252,0.252,0.49,0.49,12.3,12.3,31,0,36,1.1,1.18,1.05,4.834,14:22,3/29/22,1.024717473,7.433868626,4.841,12:04,8-May,1.02561858,7.448156054,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
54.3,E-B Batch Cross A,54,3,6N,28,Control,114,1,4/3/22,0.339,0.24,0.714,12.1,93,6,5/12/22,0.263,0.263,0.473,0.473,0.604,0.604,8.7,8.7,35,0,36,1.86,1.87,1.87,6.097,12:10,3/30/22,1.024792918,9.376518787,6.106,15:20,11-May,1.025960268,9.396116953,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
54.4,E-B Batch Cross A,54,4,4S,39,Heat,50,3,3/31/22,0.402,0.214,0.753,13.5,22,7,5/7/22,0.334,0.334,0.334,0.334,0.678,0.678,12.5,12.5,30,0,36,1.3,1.42,0.93,6.387,11:42,4/1/22,1.024555302,9.821282151,6.489,5:55,7-May,1.024712379,9.97895005,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
54.5,E-B Batch Cross A,54,5,5S,48,Heat,9,5,3/29/22,0.335,0.227,0.718,10.8,51,2,5/9/22,0.276,0.276,0.32,0.32,0.624,0.624,7.2,7.2,33,0,36,1.52,1.59,1.59,5.922,16:03,4/1/22,1.024612853,9.106527261,5.953,10:20,9-May,1.025640607,9.159137748,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
54.6,E-B Batch Cross A,54,6,6S,58,Control,38,5,3/30/22,NA,NA,0.212,13.8,88,6,5/12/22,0.191,0.191,0.364,0.364,0.553,0.553,10.2,10.2,34,0,36,1.31,1.36,1.36,5.943,12:01,3/31/22,1.024790794,9.139673453,6.005,13:45,11-May,1.026018576,9.240977765,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
55.1,NA,55,1,4N,10,Control,73,2,4/1/22,0.4,0.178,0.631,12.9,120,6,5/13/22,0.299,0.299,0.265,0.265,0.431,0.431,9.2,9.2,36,0,36,1.25,1.27,1.27,6.275,11:30,3/29/22,1.025028655,9.651457515,6.376,12:45,13-May,1.025670775,9.810110434,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
55.2,NA,55,2,5N,12,Heat,96,3,4/2/22,0.371,0.151,0.478,13.1,44,7,5/9/22,0.469,0.469,0.308,NA,0.325,NA,14.9,NA,22,1,22,1.58,1.64,0.63,6.362,16:00,3/29/22,1.024650556,9.783328753,6.378,3:20,8-May,1.025285769,9.811204062,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
55.3,NA,55,3,6N,30,Control,104,3,4/2/22,0.473,0.178,0.643,48.1,101,5,5/12/22,0.341,0.341,0.279,0.279,0.502,0.502,12.7,12.7,35,0,36,1.47,1.56,1.37,6.211,13:15,3/30/22,1.024670821,9.551226212,6.278,12:20,12-May,1.025757042,9.659765274,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
55.4,NA,55,4,4S,37,Heat,60,4,3/31/22,0.384,0.181,0.529,10.3,27,4,5/8/22,0.448,NA,0.278,NA,0.455,NA,13.2,NA,30,1,30,1.87,1.9,1.1,6.363,16:10,4/1/22,1.024317628,9.783157087,6.381,6:10,7-May,1.024742426,9.813019645,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
55.5,NA,55,5,5S,50,Heat,16,4,3/29/22,0.44,0.173,0.541,14.1,57,8,5/10/22,0.465,NA,0.337,NA,0.439,NA,9.8,NA,33,1,33,1.88,2.01,1.32,7.816,16:03,4/1/22,1.024572806,12.01876412,8.024,12:35,9-May,1.025415155,12.34406546,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
55.6,NA,55,6,6S,55,Control,39,4,3/30/22,0.389,0.208,0.639,14.2,77,6,5/11/22,0.325,0.325,0.297,0.297,0.522,0.522,13.2,13.2,34,0,36,1.68,1.79,1.5,4.813,10:04,3/31/22,1.024904461,7.402300676,4.821,11:33,11-May,1.02604885,7.419061146,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
56.1,E-B Batch Cross A,56,1,4N,8,Control,79,6,4/1/22,0.41,0.229,0.639,15.5,127,4,5/13/22,0.258,0.258,0.323,0.323,0.502,0.502,6.3,6.3,36,0,36,2.4,3.04,3.04,6.953,14:10,3/28/22,1.025004676,10.69414174,7.046,15:37,13-May,1.025798996,10.84170209,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
56.2,E-B Batch Cross A,56,2,5N,18,Heat,90,8,4/2/22,0.392,0.198,0.741,14.6,28,4,5/8/22,0.342,0.342,0.228,0.228,0.412,0.412,5.6,5.6,31,0,36,1.71,1.95,1.45,6.872,15:19,3/29/22,1.024682995,10.56777426,6.934,2:38,8-May,1.025241659,10.66624546,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
56.3,E-B Batch Cross A,56,3,6N,25,Control,112,2,4/3/22,0.427,0.204,0.753,17,109,8,5/13/22,0.35,0.35,0.385,0.385,0.482,0.482,7.9,7.9,35,0,36,3.21,3.79,3.79,6.963,15:39,3/30/22,1.024348901,10.70583698,7.039,16:30,12-May,1.025756575,10.83068989,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
56.4,E-B Batch Cross A,56,4,4S,34,Heat,58,8,3/31/22,0.301,0.22,0.635,9.5,3,5,5/7/22,0.214,0.214,0.283,0.283,0.431,0.431,5.5,5.5,30,0,36,2.46,2.7,2.7,6.988,13:27,4/1/22,1.024618043,10.74579295,7.043,2:30,7-May,1.025003142,10.83255855,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
56.5,E-B Batch Cross A,56,5,5S,50,Heat,16,2,3/29/22,0.441,0.213,0.537,16.9,58,2,5/10/22,0.444,0.444,0.343,0.343,0.286,0.286,2.4,2.4,33,0,36,2.76,2.95,2.95,7.453,16:40,4/1/22,1.024572806,11.46057434,7.568,12:25,9-May,1.025415155,11.64255825,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
56.6,E-B Batch Cross A,56,6,6S,57,Control,28,6,3/30/22,0.431,0.185,0.643,18.9,85,5,5/11/22,0.205,0.205,0.309,0.309,0.4,0.4,6,6,34,0,36,2.88,2.98,2.98,5.218,11:40,3/31/22,1.024895026,8.025143081,5.275,13:34,11-May,1.026018576,8.117594956,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
57.1,E-B Batch Cross A,57,1,4N,5,Control,63,8,4/1/22,0.423,0.257,0.722,11.6,124,4,5/13/22,0.229,0.229,0.395,0.395,0.467,0.467,7.6,7.6,36,0,36,1.08,1.36,1.36,6.9,13:30,3/28/22,1.025004676,10.61262448,7.062,13:05,13-May,1.025736695,10.86596583,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
57.2,E-B Batch Cross A,57,2,5N,14,Heat,86,3,4/1/22,0.405,0.21,0.678,12.7,38,4,5/9/22,0.341,0.341,0.344,0.344,0.514,0.514,7.5,7.5,31,0,36,1.06,1.22,1.22,6.636,14:58,3/29/22,1.024667911,10.20477224,6.71,11:45,8-May,1.025611046,10.32367887,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
57.3,E-B Batch Cross A,57,3,6N,30,Control,104,7,4/2/22,0.41,0.202,0.765,49,102,1,5/12/22,0.21,0.21,0.372,0.372,0.396,0.396,6.6,6.6,35,0,36,1.16,1.71,1.71,6.441,13:15,3/30/22,1.024802504,9.905602981,6.491,12:20,12-May,1.025757042,9.987501815,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
57.4,E-B Batch Cross A,57,4,4S,37,Heat,60,5,3/31/22,0.357,0.236,0.639,11.2,18_RR_37,6,5/7/22,0.342,0.342,0.327,0.327,0.576,0.576,10.6,10.6,30,0,36,1.15,1.4,1.4,6.14,16:10,4/1/22,1.024572806,9.441557283,6.204,4:35,7-May,1.024779986,9.541008318,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
57.5,E-B Batch Cross A,57,5,5S,43,Heat,3,8,3/29/22,0.449,0.221,0.212,9.6,69,4,5/10/22,0.275,0.275,0.188,0.188,0.435,0.435,9.8,9.8,33,0,36,1.18,1.37,1.37,6.286,13:35,4/2/22,1.024386567,9.665118684,6.367,10:20,10-May,1.025870245,9.797289263,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
57.6,E-B Batch Cross A,57,6,6S,51,Control,33,3,3/30/22,0.393,0.222,0.612,15.5,76,8,5/11/22,0.256,0.256,0.3569,0.3569,0.478,0.478,10.3,10.3,34,0,36,1.29,1.33,1.33,6.625,10:40,3/31/22,1.024904461,10.18912154,6.688,10:39,11-May,1.02603842,10.29214046,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
58.1,E-B Batch Cross B,58,1,4N,9,Control,70,8,4/1/22,0.45,0.192,0.624,22.9,122,7,5/13/22,0.24,0.24,0.348,0.348,0.467,0.467,9.4,9.4,36,0,36,2.2,3.1,3.1,6.411,10:30,3/29/22,1.025028655,9.860636514,6.525,13:05,13-May,1.025736695,10.03970929,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
58.2,E-B Batch Cross B,58,2,5N,16,Heat,88,4,4/1/22,0.443,0.22,0.718,14.9,49,6,5/9/22,0.319,0.319,0.346,0.346,0.514,0.514,11.4,11.4,32,0,36,1.85,2.42,2.42,7.558,12:23,3/29/22,1.025013542,11.62472306,7.756,3:20,8-May,1.025135347,11.93002346,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
58.3,E-B Batch Cross B,58,3,6N,27,Control,118,2,4/3/22,0.393,0.219,0.725,16.3,92,2,5/12/22,0.331,0.331,0.447,0.447,0.545,0.545,12.7,12.7,35,0,36,2.46,2.93,2.93,7.34,10:50,3/30/22,1.024996861,11.28932523,7.5,15:20,11-May,1.025960268,11.54125076,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
58.4,E-B Batch Cross B,58,4,4S,31,Heat,44,2,3/31/22,0.477,0.232,0.573,21.5,11,8,5/7/22,0.293,0.293,0.315,0.315,0.482,0.482,10.8,10.8,30,0,36,2.88,3.71,3.71,6.013,15:05,4/1/22,1.024610503,9.246450675,6.082,4:15,7-May,1.024857156,9.353765811,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
58.5,E-B Batch Cross B,58,5,5S,45,Heat,19,7,3/29/22,0.44,0.221,0.584,17.2,62,4,5/10/22,0.284,0.284,0.261,0.261,0.533,0.533,11.7,11.7,33,0,36,2.11,2.18,2.18,7.329,16:03,4/1/22,1.024612853,11.2701348,6.229,2:49,9-May,1.024981702,9.580469655,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
58.6,E-B Batch Cross B,58,6,6S,51,Control,34,3,3/30/22,0.38,0.215,0.612,20,76,3,5/11/22,0.278,0.278,0.322,0.322,0.529,0.529,12.1,12.1,34,0,36,1.57,2.14,2.14,7.752,10:40,3/31/22,1.024862871,11.92216542,7.788,10:39,11-May,1.026045973,11.98497426,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
59.1,E-B Batch Cross B,59,1,4N,10,Control,73,3,4/1/22,0.403,0.194,0.635,18.6,120,1,5/13/22,0.228,0.228,0.403,0.403,0.451,0.451,7.1,7.1,36,0,36,1.1,1.62,1.33,6.089,11:30,3/29/22,1.025013542,9.365300171,6.145,12:45,13-May,1.025736695,9.455021244,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
59.2,E-B Batch Cross B,59,2,5N,14,Heat,86,7,4/1/22,0.422,0.197,0.596,16.7,38,6,5/9/22,0.441,0.441,0.41,0.41,0.424,0.424,9,9,31,0,36,1.5,1.63,1.24,6.734,14:58,3/29/22,1.024667911,10.35547562,6.815,11:45,8-May,1.02561858,10.48526823,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
59.3,E-B Batch Cross B,59,3,6N,22,Control,106,1,4/3/22,0.396,0.209,0.745,12.3,95,3,5/12/22,0.269,0.269,0.385,0.385,0.435,0.435,9.3,9.3,35,0,36,1.07,1.22,1.22,5.442,14:10,3/30/22,1.024625566,8.368465389,5.518,10:30,12-May,1.025930413,8.49114975,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
59.4,E-B Batch Cross B,59,4,4S,31,Heat,43,1,3/31/22,0.424,0.261,0.584,17.2,10,1,5/7/22,0.347,0.347,0.4,0.4,0.404,0.404,9.2,9.2,30,0,36,1.1,1.18,0.7,7.033,15:05,4/1/22,1.024610503,10.81494888,6.834,4:15,7-May,1.024834613,10.51017415,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
59.5,E-B Batch Cross B,59,5,5S,46,Heat,7,2,3/29/22,0.282,0.225,0.522,16.9,56,3,5/9/22,0.359,0.359,0.392,0.392,0.267,0.267,11.3,11.3,33,0,36,1.5,1.53,1.53,6.798,16:35,4/1/22,1.024317628,10.45197263,6.833,12:00,9-May,1.025430223,10.51192256,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
59.6,E-B Batch Cross B,59,6,6S,52,Control,21,1,3/30/22,0.42,0.257,0.545,15,73,5,5/11/22,0.301,0.301,0.33,0.33,0.443,0.443,12.8,12.8,34,0,36,1.47,1.6,1.6,6.391,11:10,3/31/22,1.024895026,9.829185402,6.527,10:20,11-May,1.026008211,10.04421874,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
60.1,E-B Batch Cross B,60,1,4N,10,Control,73,1,4/1/22,0.422,0.219,0.776,13.7,119,2,5/13/22,0.27,0.27,0.406,0.406,0.608,0.608,8.1,8.1,36,0,36,1.44,1.54,1.54,6.424,11:30,3/29/22,1.025028655,9.880631565,6.488,12:45,13-May,1.025670775,9.982433579,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
60.2,E-B Batch Cross B,60,2,5N,18,Heat,89,5,4/2/22,0.387,0.197,0.773,13.2,28,6,5/8/22,0.402,0.402,0.278,0.278,0.545,0.545,11.9,11.9,31,0,36,1.25,1.57,1.49,6.191,15:19,3/29/22,1.024682995,9.520531205,6.254,2:38,8-May,1.025241659,9.620233499,E-B Batch Cross,E-B Batch Cross,25.344338 N 80.172457 W
